dataset,model,test_acc,run,train_loss,train_acc,val_loss,val_acc,test_loss,size_MB,num_dimensions,num_classes,sequence_length,train_samples,test_samples,validation_samples,n_train_epochs,training_time_seconds
ERing,linear_circular_conv_sinusoidal,0.8556,5,0.4756,0.9167,0.4317,1.0,0.5809,0.202,4,6,65,24,270,6,35,35.74
ERing,1d_conv_circular_conv_sinusoidal,0.8926,5,0.4402,0.9583,0.3876,1.0,0.4912,0.2048,4,6,65,24,270,6,92,50.89
ERing,1d_conv_circular_conv_isolated_sinusoidal,0.9,5,0.1243,1.0,0.1834,1.0,0.3002,0.2031,4,6,65,24,270,6,39,37.27
AtrialFibrillation,linear_additive_sinusoidal,0.3333,1,0.7146,0.6667,1.0063,0.6667,1.2209,0.3418,2,3,640,12,15,3,16,29.4
AtrialFibrillation,linear_additive_isolated_sinusoidal,0.4,1,,,,,1.1768,0.3419,2,3,640,12,15,3,1,22.68
AtrialFibrillation,1d_conv_additive_sinusoidal,0.2,1,,,,,1.1611,0.3436,2,3,640,12,15,3,1,23.65
AtrialFibrillation,linear_component_wise_sinusoidal,0.3333,1,1.3033,0.25,0.8758,0.6667,1.2462,0.345,2,3,640,12,15,3,12,29.81
AtrialFibrillation,1d_conv_component_wise_sinusoidal,0.3334,1,1.3006,0.1667,1.2007,0.3333,1.1444,0.3448,2,3,640,12,15,3,17,30.8
AtrialFibrillation,linear_circular_conv_sinusoidal,0.2667,1,1.1294,0.3333,1.2324,0.3333,1.0992,0.343,2,3,640,12,15,3,12,29.68
AtrialFibrillation,1d_conv_circular_conv_sinusoidal,0.4667,1,1.0274,0.4167,1.5758,0.3333,1.1033,0.3448,2,3,640,12,15,3,14,30.16
AtrialFibrillation,1d_conv_circular_conv_isolated_sinusoidal,0.2667,1,0.4295,0.9167,1.6104,0.6667,2.7513,0.3451,2,3,640,12,15,3,18,31.16
AtrialFibrillation,linear_additive_sinusoidal,0.3333,2,1.2266,0.3333,1.2264,0.3333,1.1296,0.3418,2,3,640,12,15,3,13,28.61
AtrialFibrillation,linear_additive_isolated_sinusoidal,0.2667,2,0.5069,0.75,1.6009,0.6667,2.0105,0.3438,2,3,640,12,15,3,13,29.17
AtrialFibrillation,1d_conv_additive_sinusoidal,0.2667,2,0.8539,0.5833,1.2625,0.6667,1.3739,0.3456,2,3,640,12,15,3,12,28.65
AtrialFibrillation,linear_component_wise_sinusoidal,0.2667,2,,,,,1.1408,0.343,2,3,640,12,15,3,1,25.63
AtrialFibrillation,1d_conv_component_wise_sinusoidal,0.3333,2,0.6927,0.75,1.2464,0.6667,1.6371,0.3468,2,3,640,12,15,3,15,31.53
AtrialFibrillation,linear_circular_conv_sinusoidal,0.2667,2,0.9915,0.5,1.3882,0.3333,1.1135,0.343,2,3,640,12,15,3,17,31.24
AtrialFibrillation,1d_conv_circular_conv_sinusoidal,0.3333,2,0.7299,0.75,1.1325,0.6667,1.1127,0.3448,2,3,640,12,15,3,11,30.07
AtrialFibrillation,1d_conv_circular_conv_isolated_sinusoidal,0.3333,2,,,,,1.1417,0.3448,2,3,640,12,15,3,1,25.11
AtrialFibrillation,linear_additive_sinusoidal,0.4,3,,,,,1.1446,0.3418,2,3,640,12,15,3,1,24.11
AtrialFibrillation,linear_additive_isolated_sinusoidal,0.4,3,0.6487,0.6667,1.2624,0.6667,1.0575,0.3419,2,3,640,12,15,3,12,28.7
AtrialFibrillation,1d_conv_additive_sinusoidal,0.2,3,1.2011,0.3333,1.1038,0.6667,1.2232,0.3456,2,3,640,12,15,3,13,29.4
AtrialFibrillation,linear_component_wise_sinusoidal,0.3333,3,0.9688,0.5,1.4341,0.3333,1.135,0.343,2,3,640,12,15,3,12,29.7
AtrialFibrillation,1d_conv_component_wise_sinusoidal,0.5333,3,,,,,1.1074,0.3448,2,3,640,12,15,3,1,24.66
AtrialFibrillation,linear_circular_conv_sinusoidal,0.3333,3,,,,,1.1122,0.343,2,3,640,12,15,3,1,24.96
AtrialFibrillation,1d_conv_circular_conv_sinusoidal,0.2667,3,0.655,0.6667,1.0535,0.6667,1.7734,0.3468,2,3,640,12,15,3,19,31.1
AtrialFibrillation,1d_conv_circular_conv_isolated_sinusoidal,0.2667,3,0.4732,0.8333,1.313,0.6667,2.3486,0.3451,2,3,640,12,15,3,16,31.27
AtrialFibrillation,linear_additive_sinusoidal,0.2,4,0.981,0.4167,1.3023,0.3333,1.2524,0.3418,2,3,640,12,15,3,13,28.43
AtrialFibrillation,linear_additive_isolated_sinusoidal,0.2667,4,,,,,1.1307,0.3419,2,3,640,12,15,3,1,23.78
AtrialFibrillation,1d_conv_additive_sinusoidal,0.2667,4,0.5487,0.8333,1.1617,0.6667,1.8667,0.3456,2,3,640,12,15,3,16,30.1
AtrialFibrillation,linear_component_wise_sinusoidal,0.2667,4,0.5839,0.8333,1.2651,0.6667,1.8026,0.345,2,3,640,12,15,3,14,31.29
AtrialFibrillation,1d_conv_component_wise_sinusoidal,0.3333,4,0.6035,0.9167,1.1942,0.6667,2.0262,0.3468,2,3,640,12,15,3,11,30.15
AtrialFibrillation,linear_circular_conv_sinusoidal,0.2667,4,0.7049,0.6667,1.0485,0.6667,1.5313,0.345,2,3,640,12,15,3,23,33.49
AtrialFibrillation,1d_conv_circular_conv_sinusoidal,0.2,4,0.3821,1.0,1.42,0.6667,1.1068,0.3448,2,3,640,12,15,3,20,31.66
AtrialFibrillation,1d_conv_circular_conv_isolated_sinusoidal,0.3333,4,0.9968,0.5,1.245,0.3333,1.1104,0.3448,2,3,640,12,15,3,11,30.05
AtrialFibrillation,linear_additive_sinusoidal,0.1334,5,0.4832,0.9167,1.0234,0.6667,1.8964,0.3438,2,3,640,12,15,3,17,29.69
AtrialFibrillation,linear_additive_isolated_sinusoidal,0.3333,5,0.4733,0.9167,1.3476,0.6667,1.9811,0.3438,2,3,640,12,15,3,11,28.43
AtrialFibrillation,1d_conv_additive_sinusoidal,0.2,5,0.592,0.8333,1.5451,0.6667,1.2088,0.3436,2,3,640,12,15,3,12,28.46
AtrialFibrillation,linear_component_wise_sinusoidal,0.2,5,0.4947,0.8333,1.8835,0.6667,2.4767,0.3433,2,3,640,12,15,3,12,29.69
AtrialFibrillation,1d_conv_component_wise_sinusoidal,0.2667,5,,,,,1.1123,0.3448,2,3,640,12,15,3,1,24.88
AtrialFibrillation,linear_circular_conv_sinusoidal,0.2667,5,0.5743,0.9167,1.1829,0.6667,2.0255,0.345,2,3,640,12,15,3,21,33.2
AtrialFibrillation,1d_conv_circular_conv_sinusoidal,0.2667,5,0.7897,0.6667,1.0219,0.6667,1.3956,0.3468,2,3,640,12,15,3,15,30.81
AtrialFibrillation,1d_conv_circular_conv_isolated_sinusoidal,0.3333,5,0.4148,0.9167,0.7882,0.6667,1.1548,0.3448,2,3,640,12,15,3,25,34.88
StandWalkJump,linear_additive_sinusoidal,0.2667,1,,,,,1.1965,0.8297,4,3,2500,9,15,3,1,25.06
StandWalkJump,linear_additive_isolated_sinusoidal,0.2667,1,1.2263,0.3333,1.0736,0.6667,1.1716,0.8317,4,3,2500,9,15,3,14,31.26
StandWalkJump,1d_conv_additive_sinusoidal,0.2667,1,,,,,1.1156,0.8325,4,3,2500,9,15,3,1,25.18
StandWalkJump,linear_component_wise_sinusoidal,0.3333,1,1.0213,0.3333,1.193,0.6667,1.1818,0.8328,4,3,2500,9,15,3,12,31.87
StandWalkJump,1d_conv_component_wise_sinusoidal,0.2667,1,1.0873,0.4444,1.1175,0.3333,1.0963,0.8336,4,3,2500,9,15,3,13,31.78
StandWalkJump,linear_circular_conv_sinusoidal,0.2,1,0.9538,0.6667,1.0798,0.6667,1.2013,0.8328,4,3,2500,9,15,3,29,37.98
StandWalkJump,1d_conv_circular_conv_sinusoidal,0.0667,1,1.1578,0.2222,1.0815,0.6667,1.1594,0.8356,4,3,2500,9,15,3,12,31.98
StandWalkJump,1d_conv_circular_conv_isolated_sinusoidal,0.3334,1,,,,,1.1044,0.8337,4,3,2500,9,15,3,1,26.5
StandWalkJump,linear_additive_sinusoidal,0.3333,2,,,,,1.0979,0.8297,4,3,2500,9,15,3,1,25.1
StandWalkJump,linear_additive_isolated_sinusoidal,0.4,2,,,,,1.0974,0.8297,4,3,2500,9,15,3,1,25.6
StandWalkJump,1d_conv_additive_sinusoidal,0.2667,2,,,,,1.1297,0.8325,4,3,2500,9,15,3,1,24.14
StandWalkJump,linear_component_wise_sinusoidal,0.3333,2,,,,,1.1104,0.8309,4,3,2500,9,15,3,1,26.45
StandWalkJump,1d_conv_component_wise_sinusoidal,0.3333,2,1.0754,0.6667,1.1343,0.3333,1.0955,0.8336,4,3,2500,9,15,3,12,32.26
StandWalkJump,linear_circular_conv_sinusoidal,0.3334,2,1.1489,0.3333,1.1481,0.3333,1.113,0.8309,4,3,2500,9,15,3,12,31.91
StandWalkJump,1d_conv_circular_conv_sinusoidal,0.4,2,1.0228,0.4444,1.1053,0.6667,1.077,0.8336,4,3,2500,9,15,3,12,32.35
StandWalkJump,1d_conv_circular_conv_isolated_sinusoidal,0.2667,2,1.1506,0.1111,1.1253,0.3333,1.0933,0.8337,4,3,2500,9,15,3,12,32.43
StandWalkJump,linear_additive_sinusoidal,0.4,3,,,,,1.0821,0.8297,4,3,2500,9,15,3,1,26.18
StandWalkJump,linear_additive_isolated_sinusoidal,0.2667,3,,,,,1.1459,0.8297,4,3,2500,9,15,3,1,25.44
StandWalkJump,1d_conv_additive_sinusoidal,0.3333,3,,,,,1.1167,0.8325,4,3,2500,9,15,3,1,25.67
StandWalkJump,linear_component_wise_sinusoidal,0.2667,3,1.1275,0.2222,1.041,0.6667,1.1377,0.8328,4,3,2500,9,15,3,12,32.11
StandWalkJump,1d_conv_component_wise_sinusoidal,0.4,3,1.1202,0.4444,1.0881,0.3333,1.1202,0.8336,4,3,2500,9,15,3,12,31.98
StandWalkJump,linear_circular_conv_sinusoidal,0.3334,3,,,,,1.1096,0.8309,4,3,2500,9,15,3,1,26.4
StandWalkJump,1d_conv_circular_conv_sinusoidal,0.2667,3,,,,,1.109,0.8336,4,3,2500,9,15,3,1,26.25
StandWalkJump,1d_conv_circular_conv_isolated_sinusoidal,0.2667,3,1.149,0.3333,1.1331,0.3333,1.1139,0.8337,4,3,2500,9,15,3,12,31.55
StandWalkJump,linear_additive_sinusoidal,0.2,4,1.3416,0.2222,1.2098,0.6667,1.187,0.8317,4,3,2500,9,15,3,20,32.3
StandWalkJump,linear_additive_isolated_sinusoidal,0.3333,4,,,,,1.1086,0.8297,4,3,2500,9,15,3,1,25.45
StandWalkJump,1d_conv_additive_sinusoidal,0.3333,4,,,,,1.1728,0.8325,4,3,2500,9,15,3,1,24.99
StandWalkJump,linear_component_wise_sinusoidal,0.4,4,1.1582,0.3333,1.1133,0.6667,1.1116,0.8328,4,3,2500,9,15,3,12,31.78
StandWalkJump,1d_conv_component_wise_sinusoidal,0.3333,4,,,,,1.0914,0.8336,4,3,2500,9,15,3,1,26.22
StandWalkJump,linear_circular_conv_sinusoidal,0.3333,4,1.0266,0.4444,1.1038,0.6667,1.1528,0.8328,4,3,2500,9,15,3,12,32.16
StandWalkJump,1d_conv_circular_conv_sinusoidal,0.4667,4,1.1291,0.4444,1.0915,0.6667,1.1231,0.8356,4,3,2500,9,15,3,17,33.74
StandWalkJump,1d_conv_circular_conv_isolated_sinusoidal,0.3334,4,1.1752,0.1111,1.1536,0.3333,1.1097,0.8337,4,3,2500,9,15,3,13,31.77
StandWalkJump,linear_additive_sinusoidal,0.3333,5,,,,,1.1368,0.8297,4,3,2500,9,15,3,1,24.37
StandWalkJump,linear_additive_isolated_sinusoidal,0.4,5,,,,,1.0552,0.8297,4,3,2500,9,15,3,1,22.86
StandWalkJump,1d_conv_additive_sinusoidal,0.3333,5,,,,,1.1556,0.8325,4,3,2500,9,15,3,1,25.29
StandWalkJump,linear_component_wise_sinusoidal,0.3334,5,1.1736,0.3333,1.1198,0.3333,1.1089,0.8309,4,3,2500,9,15,3,13,31.94
StandWalkJump,1d_conv_component_wise_sinusoidal,0.3333,5,1.1802,0.0,1.2345,0.3333,1.1436,0.8356,4,3,2500,9,15,3,13,32.2
StandWalkJump,linear_circular_conv_sinusoidal,0.4,5,1.1763,0.2222,1.166,0.3333,1.0983,0.8309,4,3,2500,9,15,3,21,35.78
StandWalkJump,1d_conv_circular_conv_sinusoidal,0.2667,5,,,,,1.1299,0.8336,4,3,2500,9,15,3,1,27.14
StandWalkJump,1d_conv_circular_conv_isolated_sinusoidal,0.4,5,,,,,1.0918,0.8337,4,3,2500,9,15,3,1,26.39
