dataset,model,test_acc,run,train_loss,train_acc,val_loss,val_acc,test_loss,size_MB,num_dimensions,num_classes,sequence_length,train_samples,test_samples,validation_samples,n_train_epochs,training_time_seconds
PhonemeSpectra,linear_component_wise_sinusoidal,0.0722,4,3.3446,0.0852,3.4895,0.0754,3.4283,0.2554,11,39,217,2652,3353,663,33,65.35
PhonemeSpectra,1d_conv_component_wise_sinusoidal,0.1461,4,2.7735,0.1915,2.9568,0.1659,2.8932,0.2615,11,39,217,2652,3353,663,55,80.02
PhonemeSpectra,linear_circular_conv_sinusoidal,0.0749,4,3.3384,0.089,3.4855,0.0679,3.4162,0.2554,11,39,217,2652,3353,663,37,69.46
PhonemeSpectra,1d_conv_circular_conv_sinusoidal,0.159,4,2.6944,0.1976,2.9507,0.1569,2.8773,0.2615,11,39,217,2652,3353,663,64,87.58
PhonemeSpectra,1d_conv_circular_conv_isolated_sinusoidal,0.162,4,2.7084,0.201,2.9112,0.1674,2.869,0.2616,11,39,217,2652,3353,663,62,87.79
PhonemeSpectra,linear_additive_sinusoidal,0.1011,5,3.2091,0.1007,3.344,0.1086,3.2818,0.2542,11,39,217,2652,3353,663,47,66.03
PhonemeSpectra,linear_additive_isolated_sinusoidal,0.0441,5,,,,,3.7016,0.254,11,39,217,2652,3353,663,1,38.77
PhonemeSpectra,1d_conv_additive_sinusoidal,0.0233,5,,,,,3.7187,0.2601,11,39,217,2652,3353,663,1,38.22
PhonemeSpectra,linear_component_wise_sinusoidal,0.0257,5,,,,,3.6667,0.2551,11,39,217,2652,3353,663,1,42.74
PhonemeSpectra,1d_conv_component_wise_sinusoidal,0.1572,5,2.7391,0.1882,2.935,0.1569,2.8716,0.2615,11,39,217,2652,3353,663,62,85.12
PhonemeSpectra,linear_circular_conv_sinusoidal,0.0722,5,3.3224,0.0901,3.4707,0.0694,3.4131,0.2554,11,39,217,2652,3353,663,41,71.71
PhonemeSpectra,1d_conv_circular_conv_sinusoidal,0.0242,5,,,,,3.7011,0.2613,11,39,217,2652,3353,663,1,43.25
PhonemeSpectra,1d_conv_circular_conv_isolated_sinusoidal,0.1548,5,2.7399,0.1987,2.9409,0.1614,2.8984,0.2616,11,39,217,2652,3353,663,60,85.47
EthanolConcentration,linear_additive_sinusoidal,0.2814,1,1.2933,0.3317,1.4302,0.3019,1.4237,0.6307,3,4,1751,208,263,53,15,53.91
EthanolConcentration,linear_additive_isolated_sinusoidal,0.2662,1,1.3611,0.3125,1.3754,0.3396,1.3888,0.6307,3,4,1751,208,263,53,14,54.07
EthanolConcentration,1d_conv_additive_sinusoidal,0.2205,1,,,,,1.4027,0.6311,3,4,1751,208,263,53,1,37.7
EthanolConcentration,linear_component_wise_sinusoidal,0.2471,1,1.3657,0.3029,1.3845,0.3962,1.3863,0.6319,3,4,1751,208,263,53,18,61.39
EthanolConcentration,1d_conv_component_wise_sinusoidal,0.2358,1,1.4169,0.2163,1.4032,0.3208,1.4198,0.6342,3,4,1751,208,263,53,16,58.21
EthanolConcentration,linear_circular_conv_sinusoidal,0.2776,1,1.333,0.3702,1.4142,0.3585,1.4116,0.6302,3,4,1751,208,263,53,16,58.91
EthanolConcentration,1d_conv_circular_conv_sinusoidal,0.2624,1,1.3454,0.3558,1.4069,0.3773,1.4047,0.6342,3,4,1751,208,263,53,13,55.62
EthanolConcentration,1d_conv_circular_conv_isolated_sinusoidal,0.2661,1,1.3695,0.2644,1.3844,0.3585,1.3894,0.6342,3,4,1751,208,263,53,19,63.19
EthanolConcentration,linear_additive_sinusoidal,0.2814,2,1.3432,0.3221,1.4015,0.2642,1.4179,0.6307,3,4,1751,208,263,53,12,51.2
EthanolConcentration,linear_additive_isolated_sinusoidal,0.2851,2,1.284,0.3846,1.4786,0.3208,1.449,0.6307,3,4,1751,208,263,53,12,51.3
EthanolConcentration,1d_conv_additive_sinusoidal,0.2509,2,,,,,1.4069,0.6311,3,4,1751,208,263,53,1,37.15
EthanolConcentration,linear_component_wise_sinusoidal,0.2662,2,1.3784,0.2548,1.3825,0.3773,1.3888,0.6319,3,4,1751,208,263,53,14,56.35
EthanolConcentration,1d_conv_component_wise_sinusoidal,0.2586,2,1.3606,0.3269,1.3753,0.3774,1.3875,0.6342,3,4,1751,208,263,53,15,57.81
EthanolConcentration,linear_circular_conv_sinusoidal,0.2738,2,1.3223,0.3317,1.4305,0.3585,1.4137,0.6302,3,4,1751,208,263,53,16,59.07
EthanolConcentration,1d_conv_circular_conv_sinusoidal,0.2433,2,1.3683,0.3221,1.3783,0.3962,1.3901,0.6342,3,4,1751,208,263,53,16,59.46
EthanolConcentration,1d_conv_circular_conv_isolated_sinusoidal,0.2509,2,1.3609,0.274,1.3674,0.3396,1.387,0.6342,3,4,1751,208,263,53,17,60.81
EthanolConcentration,linear_additive_sinusoidal,0.2662,3,1.2796,0.3654,1.4993,0.3208,1.4837,0.629,3,4,1751,208,263,53,14,53.32
EthanolConcentration,linear_additive_isolated_sinusoidal,0.2091,3,1.3042,0.3558,1.4601,0.3019,1.4034,0.6288,3,4,1751,208,263,53,14,54.18
EthanolConcentration,1d_conv_additive_sinusoidal,0.2433,3,,,,,1.4079,0.6311,3,4,1751,208,263,53,1,37.36
EthanolConcentration,linear_component_wise_sinusoidal,0.2928,3,1.3947,0.274,1.3842,0.3585,1.3992,0.6319,3,4,1751,208,263,53,17,59.15
EthanolConcentration,1d_conv_component_wise_sinusoidal,0.27,3,1.3579,0.3173,1.4016,0.2831,1.4135,0.6342,3,4,1751,208,263,53,12,53.33
EthanolConcentration,linear_circular_conv_sinusoidal,0.2814,3,1.3738,0.274,1.3794,0.3585,1.3849,0.6319,3,4,1751,208,263,53,12,53.92
EthanolConcentration,1d_conv_circular_conv_sinusoidal,0.2357,3,1.3657,0.3317,1.3926,0.3396,1.3886,0.6342,3,4,1751,208,263,53,14,57.01
EthanolConcentration,1d_conv_circular_conv_isolated_sinusoidal,0.251,3,1.3687,0.2596,1.3864,0.3207,1.3883,0.6323,3,4,1751,208,263,53,18,62.56
EthanolConcentration,linear_additive_sinusoidal,0.2509,4,1.4446,0.2548,1.3676,0.3585,1.401,0.6307,3,4,1751,208,263,53,12,50.63
EthanolConcentration,linear_additive_isolated_sinusoidal,0.2281,4,1.3024,0.399,1.4827,0.3396,1.4281,0.629,3,4,1751,208,263,53,15,54.31
EthanolConcentration,1d_conv_additive_sinusoidal,0.2395,4,,,,,1.4271,0.6311,3,4,1751,208,263,53,1,37.22
EthanolConcentration,linear_component_wise_sinusoidal,0.251,4,1.3585,0.3029,1.3855,0.3774,1.3907,0.6319,3,4,1751,208,263,53,12,53.77
EthanolConcentration,1d_conv_component_wise_sinusoidal,0.2928,4,1.372,0.3173,1.3786,0.3585,1.3923,0.6342,3,4,1751,208,263,53,17,59.6
EthanolConcentration,linear_circular_conv_sinusoidal,0.2357,4,1.3814,0.2692,1.3798,0.3774,1.3933,0.6319,3,4,1751,208,263,53,21,66.22
EthanolConcentration,1d_conv_circular_conv_sinusoidal,0.289,4,1.3269,0.3269,1.4385,0.3396,1.4671,0.6324,3,4,1751,208,263,53,18,61.6
EthanolConcentration,1d_conv_circular_conv_isolated_sinusoidal,0.2319,4,1.3605,0.2836,1.3848,0.3585,1.3973,0.6342,3,4,1751,208,263,53,13,55.7
EthanolConcentration,linear_additive_sinusoidal,0.2738,5,1.4021,0.2596,1.4177,0.3019,1.3819,0.6287,3,4,1751,208,263,53,13,52.43
EthanolConcentration,linear_additive_isolated_sinusoidal,0.2319,5,,,,,1.4563,0.6288,3,4,1751,208,263,53,1,36.64
EthanolConcentration,1d_conv_additive_sinusoidal,0.2472,5,,,,,1.4221,0.6311,3,4,1751,208,263,53,1,37.74
EthanolConcentration,linear_component_wise_sinusoidal,0.2738,5,,,,,1.3925,0.6299,3,4,1751,208,263,53,1,38.84
EthanolConcentration,1d_conv_component_wise_sinusoidal,0.2471,5,,,,,1.394,0.6322,3,4,1751,208,263,53,1,39.28
EthanolConcentration,linear_circular_conv_sinusoidal,0.2624,5,1.3183,0.3365,1.3832,0.3585,1.4078,0.6302,3,4,1751,208,263,53,14,57.33
EthanolConcentration,1d_conv_circular_conv_sinusoidal,0.2928,5,1.3279,0.3221,1.4195,0.3019,1.3833,0.6322,3,4,1751,208,263,53,13,55.31
EthanolConcentration,1d_conv_circular_conv_isolated_sinusoidal,0.2281,5,1.3319,0.3366,1.4346,0.3585,1.4275,0.6325,3,4,1751,208,263,53,17,61.48
HandMovementDirection,linear_additive_sinusoidal,0.2432,1,1.0561,0.5781,1.3763,0.4688,1.627,0.296,10,4,400,128,74,32,34,40.38
HandMovementDirection,linear_additive_isolated_sinusoidal,0.2297,1,1.0534,0.5312,1.3122,0.4375,1.6255,0.2961,10,4,400,128,74,32,36,41.9
HandMovementDirection,1d_conv_additive_sinusoidal,0.2973,1,1.0227,0.5859,1.3441,0.4688,1.6696,0.3018,10,4,400,128,74,32,25,37.62
HandMovementDirection,linear_component_wise_sinusoidal,0.5,1,0.5164,0.8359,1.2357,0.5938,1.191,0.2972,10,4,400,128,74,32,36,42.29
HandMovementDirection,1d_conv_component_wise_sinusoidal,0.4054,1,0.4536,0.875,1.2878,0.625,1.8621,0.3029,10,4,400,128,74,32,35,42.22
HandMovementDirection,linear_circular_conv_sinusoidal,0.5,1,0.5166,0.8438,1.1827,0.5938,1.3472,0.2972,10,4,400,128,74,32,37,42.98
HandMovementDirection,1d_conv_circular_conv_sinusoidal,0.4459,1,0.2643,0.9453,1.2299,0.6875,1.9397,0.3029,10,4,400,128,74,32,40,43.87
HandMovementDirection,1d_conv_circular_conv_isolated_sinusoidal,0.5135,1,0.5312,0.8281,1.0636,0.6562,1.2403,0.303,10,4,400,128,74,32,44,44.18
HandMovementDirection,linear_additive_sinusoidal,0.2568,2,0.872,0.6719,1.4651,0.5,1.6615,0.296,10,4,400,128,74,32,41,41.69
HandMovementDirection,linear_additive_isolated_sinusoidal,0.3108,2,1.2185,0.4766,1.4537,0.375,1.383,0.2958,10,4,400,128,74,32,18,36.53
HandMovementDirection,1d_conv_additive_sinusoidal,0.2703,2,0.6894,0.7188,1.4178,0.5312,1.8645,0.3018,10,4,400,128,74,32,38,42.23
HandMovementDirection,linear_component_wise_sinusoidal,0.4865,2,0.3455,0.9062,1.3784,0.625,1.6846,0.2972,10,4,400,128,74,32,46,44.87
HandMovementDirection,1d_conv_component_wise_sinusoidal,0.527,2,0.1422,0.9766,1.2683,0.6875,1.8144,0.3029,10,4,400,128,74,32,47,44.58
HandMovementDirection,linear_circular_conv_sinusoidal,0.5,2,0.6029,0.7812,1.2654,0.625,1.3314,0.2972,10,4,400,128,74,32,30,40.48
HandMovementDirection,1d_conv_circular_conv_sinusoidal,0.473,2,0.2948,0.9453,1.3148,0.6562,1.8373,0.3029,10,4,400,128,74,32,41,43.68
HandMovementDirection,1d_conv_circular_conv_isolated_sinusoidal,0.4865,2,0.3235,0.9453,1.1366,0.6562,1.5131,0.303,10,4,400,128,74,32,37,42.47
HandMovementDirection,linear_additive_sinusoidal,0.1486,3,1.212,0.4297,1.428,0.3438,1.4319,0.296,10,4,400,128,74,32,15,36.17
HandMovementDirection,linear_additive_isolated_sinusoidal,0.2568,3,0.9551,0.6406,1.3298,0.4375,1.5972,0.2961,10,4,400,128,74,32,34,40.17
HandMovementDirection,1d_conv_additive_sinusoidal,0.2568,3,,,,,1.4079,0.3015,10,4,400,128,74,32,1,31.48
HandMovementDirection,linear_component_wise_sinusoidal,0.4459,3,0.9533,0.6328,1.2906,0.5312,1.2828,0.2972,10,4,400,128,74,32,45,43.86
HandMovementDirection,1d_conv_component_wise_sinusoidal,0.5135,3,0.4674,0.8359,1.2605,0.5938,1.4287,0.3029,10,4,400,128,74,32,38,43.66
HandMovementDirection,linear_circular_conv_sinusoidal,0.5541,3,0.1299,0.9844,0.9882,0.7812,1.5265,0.2972,10,4,400,128,74,32,53,46.71
HandMovementDirection,1d_conv_circular_conv_sinusoidal,0.5811,3,0.3994,0.875,0.8194,0.7188,1.2303,0.3029,10,4,400,128,74,32,49,44.52
HandMovementDirection,1d_conv_circular_conv_isolated_sinusoidal,0.5,3,0.4651,0.8594,1.1129,0.6875,1.4347,0.303,10,4,400,128,74,32,38,43.2
HandMovementDirection,linear_additive_sinusoidal,0.2568,4,1.167,0.4844,1.3707,0.4688,1.4536,0.296,10,4,400,128,74,32,24,38.2
HandMovementDirection,linear_additive_isolated_sinusoidal,0.1892,4,1.0249,0.5781,1.4918,0.4062,1.7473,0.2961,10,4,400,128,74,32,26,38.61
HandMovementDirection,1d_conv_additive_sinusoidal,0.2162,4,1.3364,0.3438,1.3729,0.3125,1.3922,0.3035,10,4,400,128,74,32,15,36.07
HandMovementDirection,linear_component_wise_sinusoidal,0.4865,4,0.4143,0.8984,0.9557,0.75,1.5577,0.2972,10,4,400,128,74,32,38,43.13
HandMovementDirection,1d_conv_component_wise_sinusoidal,0.4459,4,0.3963,0.8828,1.2227,0.5625,1.6704,0.3029,10,4,400,128,74,32,39,43.78
HandMovementDirection,linear_circular_conv_sinusoidal,0.527,4,0.6015,0.8125,0.9928,0.6875,1.2668,0.2972,10,4,400,128,74,32,39,43.46
HandMovementDirection,1d_conv_circular_conv_sinusoidal,0.527,4,0.3734,0.9297,1.1165,0.6875,1.6754,0.3029,10,4,400,128,74,32,33,42.04
HandMovementDirection,1d_conv_circular_conv_isolated_sinusoidal,0.4595,4,0.3438,0.9297,1.0119,0.6562,1.6628,0.303,10,4,400,128,74,32,34,42.63
HandMovementDirection,linear_additive_sinusoidal,0.3514,5,0.9327,0.6094,1.3068,0.4375,1.5216,0.296,10,4,400,128,74,32,32,40.98
HandMovementDirection,linear_additive_isolated_sinusoidal,0.2568,5,1.1562,0.5,1.4364,0.3438,1.4515,0.2961,10,4,400,128,74,32,16,35.49
HandMovementDirection,1d_conv_additive_sinusoidal,0.2297,5,1.182,0.4766,1.68,0.25,1.5447,0.3018,10,4,400,128,74,32,16,36.35
HandMovementDirection,linear_component_wise_sinusoidal,0.2568,5,,,,,1.3904,0.297,10,4,400,128,74,32,1,33.0
HandMovementDirection,1d_conv_component_wise_sinusoidal,0.473,5,0.7001,0.7812,1.0025,0.6562,1.3623,0.3029,10,4,400,128,74,32,40,44.19
HandMovementDirection,linear_circular_conv_sinusoidal,0.527,5,0.3943,0.875,0.9894,0.6562,1.4009,0.2972,10,4,400,128,74,32,36,42.31
HandMovementDirection,1d_conv_circular_conv_sinusoidal,0.4865,5,0.693,0.7578,1.1978,0.6562,1.1193,0.3029,10,4,400,128,74,32,33,42.08
HandMovementDirection,1d_conv_circular_conv_isolated_sinusoidal,0.527,5,0.2252,0.9688,1.0869,0.625,1.4015,0.303,10,4,400,128,74,32,45,44.42
PEMS-SF,linear_additive_sinusoidal,0.1445,1,,,,,1.978,0.9804,963,7,144,213,173,54,1,61.9
PEMS-SF,linear_additive_isolated_sinusoidal,0.0693,1,,,,,2.0228,0.9805,963,7,144,213,173,54,1,62.27
PEMS-SF,1d_conv_additive_sinusoidal,0.0521,1,,,,,2.0365,1.4515,963,7,144,213,173,54,1,63.84
PEMS-SF,linear_component_wise_sinusoidal,0.7572,1,0.0083,1.0,0.2936,0.9444,0.759,0.9819,963,7,144,213,173,54,37,91.15
PEMS-SF,1d_conv_component_wise_sinusoidal,0.7399,1,0.1364,0.9859,0.4799,0.8704,0.7425,1.4529,963,7,144,213,173,54,35,89.35
PEMS-SF,linear_circular_conv_sinusoidal,0.6821,1,0.068,0.9953,0.7076,0.8148,1.0976,0.9819,963,7,144,213,173,54,39,91.82
PEMS-SF,1d_conv_circular_conv_sinusoidal,0.1041,1,,,,,1.9738,1.4526,963,7,144,213,173,54,1,64.09
PEMS-SF,1d_conv_circular_conv_isolated_sinusoidal,0.6647,1,0.0296,1.0,0.6291,0.8333,1.3853,1.4529,963,7,144,213,173,54,31,87.74
PEMS-SF,linear_additive_sinusoidal,0.6532,2,0.2458,0.9436,0.7418,0.8519,1.2903,0.9807,963,7,144,213,173,54,32,85.52
PEMS-SF,linear_additive_isolated_sinusoidal,0.2254,2,,,,,1.9493,0.9805,963,7,144,213,173,54,1,63.45
PEMS-SF,1d_conv_additive_sinusoidal,0.0983,2,,,,,1.9657,1.4515,963,7,144,213,173,54,1,62.41
PEMS-SF,linear_component_wise_sinusoidal,0.7572,2,0.0126,1.0,0.5999,0.8519,0.9529,0.9819,963,7,144,213,173,54,34,86.4
PEMS-SF,1d_conv_component_wise_sinusoidal,0.1099,2,,,,,2.0029,1.4526,963,7,144,213,173,54,1,63.64
PEMS-SF,linear_circular_conv_sinusoidal,0.1734,2,,,,,1.962,0.9816,963,7,144,213,173,54,1,62.97
PEMS-SF,1d_conv_circular_conv_sinusoidal,0.7399,2,0.2637,0.9437,0.4752,0.8889,0.7233,1.4529,963,7,144,213,173,54,36,91.31
PEMS-SF,1d_conv_circular_conv_isolated_sinusoidal,0.6821,2,0.2258,0.9436,0.6929,0.8148,0.952,1.4529,963,7,144,213,173,54,35,90.71
PEMS-SF,linear_additive_sinusoidal,0.0751,3,,,,,2.0525,0.9804,963,7,144,213,173,54,1,61.92
PEMS-SF,linear_additive_isolated_sinusoidal,0.0752,3,,,,,2.0208,0.9805,963,7,144,213,173,54,1,61.93
PEMS-SF,1d_conv_additive_sinusoidal,0.1965,3,,,,,1.9249,1.4515,963,7,144,213,173,54,1,61.89
PEMS-SF,linear_component_wise_sinusoidal,0.711,3,0.0481,0.9953,0.5533,0.8519,0.8588,0.9819,963,7,144,213,173,54,26,81.77
PEMS-SF,1d_conv_component_wise_sinusoidal,0.1966,3,,,,,1.9392,1.4526,963,7,144,213,173,54,1,62.92
PEMS-SF,linear_circular_conv_sinusoidal,0.6705,3,0.2267,0.9108,0.6025,0.8333,0.7876,0.9819,963,7,144,213,173,54,31,86.41
PEMS-SF,1d_conv_circular_conv_sinusoidal,0.7572,3,0.0422,1.0,0.4908,0.8704,0.9431,1.4529,963,7,144,213,173,54,39,92.39
PEMS-SF,1d_conv_circular_conv_isolated_sinusoidal,0.7283,3,0.1422,0.9859,0.6252,0.8333,0.9293,1.4529,963,7,144,213,173,54,30,85.52
PEMS-SF,linear_additive_sinusoidal,0.6994,4,0.1886,0.9484,1.2073,0.7222,1.3788,0.9807,963,7,144,213,173,54,41,91.35
PEMS-SF,linear_additive_isolated_sinusoidal,0.1445,4,,,,,2.0212,0.9805,963,7,144,213,173,54,1,62.46
PEMS-SF,1d_conv_additive_sinusoidal,0.0636,4,,,,,2.0334,1.4515,963,7,144,213,173,54,1,64.14
PEMS-SF,linear_component_wise_sinusoidal,0.7283,4,0.069,1.0,0.3551,0.9074,0.8085,0.9819,963,7,144,213,173,54,32,89.31
PEMS-SF,1d_conv_component_wise_sinusoidal,0.7804,4,0.1387,0.9906,0.4179,0.8889,0.719,1.4529,963,7,144,213,173,54,32,87.02
PEMS-SF,linear_circular_conv_sinusoidal,0.6705,4,0.1498,0.9766,0.64,0.8148,1.0393,0.9819,963,7,144,213,173,54,36,89.38
PEMS-SF,1d_conv_circular_conv_sinusoidal,0.7168,4,0.0613,1.0,0.7132,0.8704,1.1287,1.4529,963,7,144,213,173,54,32,88.9
PEMS-SF,1d_conv_circular_conv_isolated_sinusoidal,0.1156,4,,,,,1.9737,1.4527,963,7,144,213,173,54,1,62.8
PEMS-SF,linear_additive_sinusoidal,0.1041,5,,,,,2.0511,0.9804,963,7,144,213,173,54,1,62.3
PEMS-SF,linear_additive_isolated_sinusoidal,0.0925,5,,,,,2.0024,0.9805,963,7,144,213,173,54,1,62.68
PEMS-SF,1d_conv_additive_sinusoidal,0.0925,5,,,,,2.0225,1.4515,963,7,144,213,173,54,1,62.27
PEMS-SF,linear_component_wise_sinusoidal,0.6994,5,0.3083,0.9719,0.5155,0.8519,0.8116,0.9819,963,7,144,213,173,54,25,84.09
PEMS-SF,1d_conv_component_wise_sinusoidal,0.1214,5,,,,,2.0933,1.4526,963,7,144,213,173,54,1,63.76
PEMS-SF,linear_circular_conv_sinusoidal,0.6821,5,0.0467,0.9953,1.0375,0.8148,1.2932,0.9819,963,7,144,213,173,54,31,87.21
PEMS-SF,1d_conv_circular_conv_sinusoidal,0.6994,5,0.0593,1.0,0.9136,0.7778,1.0638,1.4529,963,7,144,213,173,54,28,83.12
PEMS-SF,1d_conv_circular_conv_isolated_sinusoidal,0.1619,5,,,,,1.9725,1.4527,963,7,144,213,173,54,1,63.33
RacketSports,linear_additive_sinusoidal,0.204,1,,,,,1.4371,0.1899,6,4,30,120,152,31,1,21.91
RacketSports,linear_additive_isolated_sinusoidal,0.2105,1,,,,,1.3975,0.19,6,4,30,120,152,31,1,21.42
RacketSports,1d_conv_additive_sinusoidal,0.2697,1,,,,,1.3714,0.1937,6,4,30,120,152,31,1,21.94
RacketSports,linear_component_wise_sinusoidal,0.7895,1,0.4601,0.8833,0.5724,0.871,0.4879,0.1931,6,4,30,120,152,31,25,30.97
RacketSports,1d_conv_component_wise_sinusoidal,0.1974,1,,,,,1.408,0.1949,6,4,30,120,152,31,1,23.08
RacketSports,linear_circular_conv_sinusoidal,0.8092,1,0.0236,1.0,0.1114,1.0,0.7474,0.1914,6,4,30,120,152,31,56,41.02
RacketSports,1d_conv_circular_conv_sinusoidal,0.8158,1,0.0242,1.0,0.2621,0.9032,0.5365,0.1951,6,4,30,120,152,31,36,34.77
RacketSports,1d_conv_circular_conv_isolated_sinusoidal,0.2632,1,,,,,1.3704,0.1949,6,4,30,120,152,31,1,22.95
RacketSports,linear_additive_sinusoidal,0.2763,2,,,,,1.3715,0.1899,6,4,30,120,152,31,1,21.48
RacketSports,linear_additive_isolated_sinusoidal,0.4079,2,,,,,1.3184,0.19,6,4,30,120,152,31,1,20.82
RacketSports,1d_conv_additive_sinusoidal,0.1842,2,,,,,1.423,0.1937,6,4,30,120,152,31,1,21.88
RacketSports,linear_component_wise_sinusoidal,0.8619,2,0.1391,0.9667,0.355,0.9032,0.3852,0.1914,6,4,30,120,152,31,26,31.51
RacketSports,1d_conv_component_wise_sinusoidal,0.3421,2,,,,,1.3485,0.1949,6,4,30,120,152,31,1,22.82
RacketSports,linear_circular_conv_sinusoidal,0.2105,2,,,,,1.4294,0.1912,6,4,30,120,152,31,1,23.42
RacketSports,1d_conv_circular_conv_sinusoidal,0.8816,2,0.0411,0.9916,0.2466,0.9355,0.4718,0.1951,6,4,30,120,152,31,31,33.95
RacketSports,1d_conv_circular_conv_isolated_sinusoidal,0.8684,2,0.0113,1.0,0.1661,0.9677,0.6865,0.1952,6,4,30,120,152,31,47,37.15
RacketSports,linear_additive_sinusoidal,0.4605,3,,,,,1.308,0.1899,6,4,30,120,152,31,1,21.5
RacketSports,linear_additive_isolated_sinusoidal,0.0921,3,,,,,1.5511,0.19,6,4,30,120,152,31,1,21.67
RacketSports,1d_conv_additive_sinusoidal,0.2895,3,,,,,1.3992,0.1937,6,4,30,120,152,31,1,21.89
RacketSports,linear_component_wise_sinusoidal,0.2039,3,,,,,1.4169,0.1912,6,4,30,120,152,31,1,23.31
RacketSports,1d_conv_component_wise_sinusoidal,0.8158,3,0.2726,0.9167,0.3238,0.9355,0.3694,0.1951,6,4,30,120,152,31,47,37.02
RacketSports,linear_circular_conv_sinusoidal,0.8618,3,0.0502,0.9834,0.5778,0.8387,0.4232,0.1914,6,4,30,120,152,31,23,30.85
RacketSports,1d_conv_circular_conv_sinusoidal,0.8355,3,0.004,1.0,0.1148,0.9677,0.918,0.1951,6,4,30,120,152,31,56,40.46
RacketSports,1d_conv_circular_conv_isolated_sinusoidal,0.8684,3,0.2671,0.8833,0.3764,0.9032,0.3324,0.1952,6,4,30,120,152,31,24,31.17
RacketSports,linear_additive_sinusoidal,0.3882,4,,,,,1.3422,0.1899,6,4,30,120,152,31,1,22.09
RacketSports,linear_additive_isolated_sinusoidal,0.3158,4,,,,,1.4331,0.19,6,4,30,120,152,31,1,21.72
RacketSports,1d_conv_additive_sinusoidal,0.1974,4,,,,,1.4795,0.1937,6,4,30,120,152,31,1,21.48
RacketSports,linear_component_wise_sinusoidal,0.3684,4,,,,,1.3556,0.1912,6,4,30,120,152,31,1,22.86
RacketSports,1d_conv_component_wise_sinusoidal,0.8553,4,0.0983,0.9583,0.3614,0.9355,0.5477,0.1951,6,4,30,120,152,31,39,35.52
RacketSports,linear_circular_conv_sinusoidal,0.8092,4,0.2728,0.9333,0.3714,0.9355,0.3779,0.1914,6,4,30,120,152,31,31,34.14
RacketSports,1d_conv_circular_conv_sinusoidal,0.8355,4,0.1213,0.95,0.4334,0.871,0.4716,0.1951,6,4,30,120,152,31,30,33.0
RacketSports,1d_conv_circular_conv_isolated_sinusoidal,0.8553,4,0.0231,1.0,0.1481,0.9677,0.6198,0.1952,6,4,30,120,152,31,45,37.59
RacketSports,linear_additive_sinusoidal,0.2829,5,,,,,1.4089,0.1899,6,4,30,120,152,31,1,21.71
RacketSports,linear_additive_isolated_sinusoidal,0.7632,5,0.2967,0.875,0.7282,0.8065,0.5503,0.1903,6,4,30,120,152,31,25,30.01
RacketSports,1d_conv_additive_sinusoidal,0.3487,5,,,,,1.32,0.1937,6,4,30,120,152,31,1,21.69
RacketSports,linear_component_wise_sinusoidal,0.8355,5,0.0924,0.9833,0.5034,0.871,0.4663,0.1914,6,4,30,120,152,31,24,30.66
RacketSports,1d_conv_component_wise_sinusoidal,0.2171,5,,,,,1.4635,0.1949,6,4,30,120,152,31,1,23.9
RacketSports,linear_circular_conv_sinusoidal,0.8487,5,0.047,0.9917,0.3352,0.9355,0.5109,0.1914,6,4,30,120,152,31,53,39.99
RacketSports,1d_conv_circular_conv_sinusoidal,0.875,5,0.0453,0.9916,0.2651,0.9355,0.3854,0.1951,6,4,30,120,152,31,35,34.32
RacketSports,1d_conv_circular_conv_isolated_sinusoidal,0.7434,5,0.698,0.85,0.7525,0.871,0.671,0.1969,6,4,30,120,152,31,24,31.65
Epilepsy,linear_additive_sinusoidal,0.4637,1,,,,,1.3654,0.2338,3,4,206,109,138,28,1,22.16
Epilepsy,linear_additive_isolated_sinusoidal,0.1956,1,,,,,1.409,0.2339,3,4,206,109,138,28,1,22.48
Epilepsy,1d_conv_additive_sinusoidal,0.2029,1,,,,,1.4212,0.2362,3,4,206,109,138,28,1,22.28
Epilepsy,linear_component_wise_sinusoidal,0.1956,1,,,,,1.5031,0.235,3,4,206,109,138,28,1,23.17
Epilepsy,1d_conv_component_wise_sinusoidal,0.1884,1,,,,,1.3885,0.2373,3,4,206,109,138,28,1,23.49
Epilepsy,linear_circular_conv_sinusoidal,0.8768,1,0.1239,0.9817,0.2804,0.9286,0.4761,0.2353,3,4,206,109,138,28,48,38.09
Epilepsy,1d_conv_circular_conv_sinusoidal,0.1232,1,,,,,1.4025,0.2373,3,4,206,109,138,28,1,23.99
Epilepsy,1d_conv_circular_conv_isolated_sinusoidal,0.8841,1,0.0774,1.0,0.2787,0.8929,0.4668,0.2376,3,4,206,109,138,28,56,40.59
Epilepsy,linear_additive_sinusoidal,0.471,2,,,,,1.4277,0.2338,3,4,206,109,138,28,1,22.04
Epilepsy,linear_additive_isolated_sinusoidal,0.2173,2,,,,,1.4793,0.2339,3,4,206,109,138,28,1,22.27
Epilepsy,1d_conv_additive_sinusoidal,0.3116,2,,,,,1.5467,0.2362,3,4,206,109,138,28,1,22.37
Epilepsy,linear_component_wise_sinusoidal,0.2754,2,,,,,1.5039,0.235,3,4,206,109,138,28,1,23.24
Epilepsy,1d_conv_component_wise_sinusoidal,0.913,2,0.0781,1.0,0.2901,0.8929,0.366,0.2375,3,4,206,109,138,28,39,36.27
Epilepsy,linear_circular_conv_sinusoidal,0.3188,2,,,,,1.42,0.235,3,4,206,109,138,28,1,22.38
