dataset,model,train_samples,sequence_length,num_classes,mean_acc,std_acc,num_runs_filtered,margin_of_error,confidence_interval
StandWalkJump,linear_conv_sinusoidal,9,2500,3,0.2741,0.0521,9,0.0400,0.2741 ± 0.0400
StandWalkJump,linear_no_pe,9,2500,3,0.3250,0.0427,8,0.0357,0.3250 ± 0.0357
UWaveGestureLibraryAll,linear_conv_0_8_gaussian_fpe,716,945,8,0.8274,0.0417,10,0.0298,0.8274 ± 0.0298
UWaveGestureLibraryAll,linear_conv_1_sinc_fpe,716,945,8,0.7911,0.0274,10,0.0196,0.7911 ± 0.0196
UWaveGestureLibraryAll,linear_conv_2_sinc_fpe,716,945,8,0.8760,0.0082,10,0.0058,0.8760 ± 0.0058
UWaveGestureLibraryAll,linear_conv_5_sinc_fpe,716,945,8,0.8946,0.0102,10,0.0073,0.8946 ± 0.0073
UWaveGestureLibraryAll,linear_conv_learnable_random_pe,716,945,8,0.8858,0.0031,10,0.0022,0.8858 ± 0.0022
UWaveGestureLibraryAll,linear_conv_learnable_sinusoidal,716,945,8,0.8843,0.0073,10,0.0052,0.8843 ± 0.0052
UWaveGestureLibraryAll,linear_conv_random_pe,716,945,8,0.8661,0.0114,9,0.0088,0.8661 ± 0.0088
UWaveGestureLibraryAll,linear_conv_sinusoidal,716,945,8,0.8911,0.0049,8,0.0041,0.8911 ± 0.0041
UWaveGestureLibraryAll,linear_no_pe,716,945,8,0.1363,0.0074,10,0.0053,0.1363 ± 0.0053
