dataset,model,run,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,size_MB,num_dimensions,num_classes,sequence_length,train_samples,test_samples,validation_samples,n_train_epochs,training_time_seconds
PEMS-SF,linear_circular_conv_sinusoidal,3,0.1278,0.9671,0.5462,0.8519,0.6206,0.8035,1.4991,963,7,144,213,173,54,41,123.48
PEMS-SF,1d_conv_circular_conv_sinusoidal,3,0.4102,0.8498,0.7545,0.7963,1.0523,0.6532,1.9709,963,7,144,213,173,54,38,117.44
PEMS-SF,linear_additive_sinusoidal,4,0.1799,0.9483,0.902,0.8148,1.5109,0.5896,1.498,963,7,144,213,173,54,32,110.93
PEMS-SF,1d_conv_additive_sinusoidal,4,0.2645,0.9061,0.9026,0.7593,1.2876,0.6879,1.9698,963,7,144,213,173,54,30,109.09
PEMS-SF,linear_component_wise_sinusoidal,4,0.2709,0.9202,0.5378,0.8889,0.9791,0.6821,1.4991,963,7,144,213,173,54,30,109.19
PEMS-SF,1d_conv_component_wise_sinusoidal,4,0.1112,0.9859,0.6494,0.8333,1.2765,0.6416,1.9709,963,7,144,213,173,54,36,116.54
PEMS-SF,linear_circular_conv_sinusoidal,4,0.564,0.7934,0.4888,0.8519,0.8436,0.6647,1.4991,963,7,144,213,173,54,32,118.13
PEMS-SF,1d_conv_circular_conv_sinusoidal,4,,,,,1.9508,0.1329,1.9706,963,7,144,213,173,54,1,82.98
PEMS-SF,linear_additive_sinusoidal,5,,,,,2.034,0.133,1.4977,963,7,144,213,173,54,1,81.97
PEMS-SF,1d_conv_additive_sinusoidal,5,0.069,0.9859,1.0917,0.7593,1.5633,0.6416,1.9698,963,7,144,213,173,54,34,114.97
PEMS-SF,linear_component_wise_sinusoidal,5,0.2811,0.9108,0.2909,0.9074,0.7903,0.7514,1.4991,963,7,144,213,173,54,33,113.68
PEMS-SF,1d_conv_component_wise_sinusoidal,5,0.1352,0.9765,0.5129,0.8519,0.9354,0.711,1.9709,963,7,144,213,173,54,34,118.72
PEMS-SF,linear_circular_conv_sinusoidal,5,0.2625,0.9155,0.5325,0.8519,0.7669,0.7457,1.4991,963,7,144,213,173,54,41,123.76
PEMS-SF,1d_conv_circular_conv_sinusoidal,5,0.1797,0.9625,0.4367,0.8519,0.6257,0.7688,1.9709,963,7,144,213,173,54,41,122.75
PEMS-SF,linear_additive_sinusoidal,6,,,,,1.9791,0.133,1.4977,963,7,144,213,173,54,1,81.89
PEMS-SF,1d_conv_additive_sinusoidal,6,,,,,1.9084,0.2081,1.9695,963,7,144,213,173,54,1,82.1
PEMS-SF,linear_component_wise_sinusoidal,6,0.0504,0.9906,0.2561,0.9259,0.678,0.8382,1.4991,963,7,144,213,173,54,40,124.18
PEMS-SF,1d_conv_component_wise_sinusoidal,6,0.1565,0.9531,0.3897,0.8704,0.6429,0.7688,1.9709,963,7,144,213,173,54,35,119.5
PEMS-SF,linear_circular_conv_sinusoidal,6,0.0749,1.0,0.6808,0.8519,0.8469,0.8034,1.4991,963,7,144,213,173,54,46,126.65
PEMS-SF,1d_conv_circular_conv_sinusoidal,6,0.0704,0.9859,0.8877,0.7778,1.2485,0.6821,1.9709,963,7,144,213,173,54,33,114.6
PEMS-SF,linear_additive_sinusoidal,7,,,,,1.9564,0.156,1.4977,963,7,144,213,173,54,1,82.53
PEMS-SF,1d_conv_additive_sinusoidal,7,,,,,1.9432,0.1502,1.9695,963,7,144,213,173,54,1,82.14
PEMS-SF,linear_component_wise_sinusoidal,7,0.0201,1.0,0.4243,0.9074,0.8283,0.7745,1.4991,963,7,144,213,173,54,38,119.79
PEMS-SF,1d_conv_component_wise_sinusoidal,7,,,,,1.9319,0.1619,1.9706,963,7,144,213,173,54,1,82.82
PEMS-SF,linear_circular_conv_sinusoidal,7,0.1796,0.9436,0.741,0.8333,1.1328,0.659,1.4991,963,7,144,213,173,54,42,123.3
PEMS-SF,1d_conv_circular_conv_sinusoidal,7,0.1767,0.9625,0.6859,0.8148,0.9218,0.7457,1.9709,963,7,144,213,173,54,35,120.05
PEMS-SF,linear_additive_sinusoidal,8,0.2164,0.9437,0.9905,0.7407,1.1207,0.6647,1.498,963,7,144,213,173,54,26,106.04
PEMS-SF,1d_conv_additive_sinusoidal,8,,,,,1.9786,0.1445,1.9695,963,7,144,213,173,54,1,83.09
PEMS-SF,linear_component_wise_sinusoidal,8,0.2139,0.9813,0.4093,0.8704,0.5759,0.8266,1.4991,963,7,144,213,173,54,30,111.28
PEMS-SF,1d_conv_component_wise_sinusoidal,8,0.298,0.8874,0.6353,0.7963,0.9952,0.6821,1.9709,963,7,144,213,173,54,24,112.18
PEMS-SF,linear_circular_conv_sinusoidal,8,0.2741,0.8779,0.7478,0.7778,0.6967,0.7456,1.4991,963,7,144,213,173,54,35,117.49
PEMS-SF,1d_conv_circular_conv_sinusoidal,8,0.3598,0.8498,0.5453,0.8333,1.0099,0.6417,1.9709,963,7,144,213,173,54,31,113.99
PEMS-SF,linear_additive_sinusoidal,9,0.1884,0.9484,1.0505,0.7407,1.4257,0.63,1.498,963,7,144,213,173,54,28,110.98
PEMS-SF,1d_conv_additive_sinusoidal,9,,,,,1.9074,0.2023,1.9695,963,7,144,213,173,54,1,82.58
PEMS-SF,linear_component_wise_sinusoidal,9,0.108,0.9859,0.782,0.7963,1.1003,0.7283,1.4991,963,7,144,213,173,54,37,116.83
PEMS-SF,1d_conv_component_wise_sinusoidal,9,0.0201,1.0,0.7438,0.8889,1.1536,0.7283,1.9709,963,7,144,213,173,54,30,113.95
PEMS-SF,linear_circular_conv_sinusoidal,9,0.1754,0.9718,0.4793,0.8704,0.772,0.7862,1.4991,963,7,144,213,173,54,44,125.82
PEMS-SF,1d_conv_circular_conv_sinusoidal,9,0.1736,0.9577,0.4792,0.9074,0.5937,0.8208,1.9709,963,7,144,213,173,54,35,120.82
PEMS-SF,linear_additive_sinusoidal,10,,,,,2.0832,0.1561,1.4977,963,7,144,213,173,54,1,83.79
PEMS-SF,1d_conv_additive_sinusoidal,10,,,,,2.0483,0.1041,1.9695,963,7,144,213,173,54,1,82.9
PEMS-SF,linear_component_wise_sinusoidal,10,0.0249,1.0,0.8094,0.8333,1.2253,0.7283,1.4991,963,7,144,213,173,54,31,119.8
PEMS-SF,1d_conv_component_wise_sinusoidal,10,0.0765,0.9953,0.5171,0.8704,0.8546,0.763,1.9709,963,7,144,213,173,54,32,115.62
PEMS-SF,linear_circular_conv_sinusoidal,10,0.4465,0.7793,0.6275,0.7778,0.7986,0.7052,1.4991,963,7,144,213,173,54,41,127.36
PEMS-SF,1d_conv_circular_conv_sinusoidal,10,0.1815,0.9578,0.9503,0.8148,0.9971,0.7514,1.9709,963,7,144,213,173,54,41,124.62
RacketSports,linear_additive_sinusoidal,1,,,,,1.5868,0.2368,0.7072,6,4,30,120,152,31,1,36.3
RacketSports,1d_conv_additive_sinusoidal,1,,,,,1.4826,0.1513,0.7118,6,4,30,120,152,31,1,36.54
RacketSports,linear_component_wise_sinusoidal,1,0.1516,0.9417,0.4132,0.871,0.4292,0.8224,0.7087,6,4,30,120,152,31,24,48.97
RacketSports,1d_conv_component_wise_sinusoidal,1,0.1462,0.9333,0.2767,0.9355,0.4757,0.8355,0.7131,6,4,30,120,152,31,32,53.32
RacketSports,linear_circular_conv_sinusoidal,1,0.3298,0.85,0.4514,0.8387,0.4758,0.7895,0.7104,6,4,30,120,152,31,21,47.31
RacketSports,1d_conv_circular_conv_sinusoidal,1,0.4353,0.875,0.4365,0.9355,0.4561,0.8289,0.7149,6,4,30,120,152,31,28,51.0
RacketSports,linear_additive_sinusoidal,2,,,,,1.3287,0.4145,0.7072,6,4,30,120,152,31,1,36.66
RacketSports,1d_conv_additive_sinusoidal,2,,,,,1.4422,0.1908,0.7118,6,4,30,120,152,31,1,37.07
RacketSports,linear_component_wise_sinusoidal,2,0.1963,0.9167,0.3645,0.9032,0.4342,0.829,0.7087,6,4,30,120,152,31,22,49.22
RacketSports,1d_conv_component_wise_sinusoidal,2,0.0265,0.9917,0.2979,0.9355,0.6555,0.8355,0.7131,6,4,30,120,152,31,36,54.89
RacketSports,linear_circular_conv_sinusoidal,2,0.047,0.9833,0.4763,0.871,0.6778,0.8289,0.7087,6,4,30,120,152,31,33,53.36
RacketSports,1d_conv_circular_conv_sinusoidal,2,0.1104,0.975,0.4595,0.871,0.4817,0.8355,0.7131,6,4,30,120,152,31,26,49.69
RacketSports,linear_additive_sinusoidal,3,0.3792,0.8083,0.6605,0.8387,0.6083,0.6973,0.7092,6,4,30,120,152,31,20,44.75
RacketSports,1d_conv_additive_sinusoidal,3,,,,,1.5343,0.1315,0.7118,6,4,30,120,152,31,1,37.46
RacketSports,linear_component_wise_sinusoidal,3,0.346,0.8833,0.4069,0.871,0.4188,0.8027,0.7104,6,4,30,120,152,31,16,44.89
RacketSports,1d_conv_component_wise_sinusoidal,3,0.3566,0.8083,0.3965,0.871,0.3883,0.8158,0.7149,6,4,30,120,152,31,17,46.1
RacketSports,linear_circular_conv_sinusoidal,3,0.1284,0.9584,0.319,0.871,0.4367,0.8224,0.7087,6,4,30,120,152,31,24,50.92
RacketSports,1d_conv_circular_conv_sinusoidal,3,0.1555,0.9417,0.4977,0.8065,0.3854,0.8421,0.7131,6,4,30,120,152,31,26,50.37
RacketSports,linear_additive_sinusoidal,4,0.244,0.8583,0.736,0.8387,0.6559,0.75,0.7074,6,4,30,120,152,31,25,47.29
RacketSports,1d_conv_additive_sinusoidal,4,,,,,1.3632,0.2895,0.7118,6,4,30,120,152,31,1,37.46
RacketSports,linear_component_wise_sinusoidal,4,0.3298,0.8667,0.3526,0.9032,0.437,0.7829,0.7104,6,4,30,120,152,31,17,46.07
RacketSports,1d_conv_component_wise_sinusoidal,4,0.026,0.9917,0.5067,0.9355,0.6129,0.8289,0.7131,6,4,30,120,152,31,29,52.35
RacketSports,linear_circular_conv_sinusoidal,4,0.1219,0.9583,0.5969,0.8065,0.5182,0.8158,0.7087,6,4,30,120,152,31,19,46.89
RacketSports,1d_conv_circular_conv_sinusoidal,4,0.1115,0.9417,0.7016,0.8387,0.6383,0.8553,0.7131,6,4,30,120,152,31,21,48.89
RacketSports,linear_additive_sinusoidal,5,,,,,1.4167,0.2895,0.7072,6,4,30,120,152,31,1,36.67
RacketSports,1d_conv_additive_sinusoidal,5,,,,,1.5313,0.1579,0.7118,6,4,30,120,152,31,1,36.94
RacketSports,linear_component_wise_sinusoidal,5,0.0139,0.9916,0.3276,0.9032,0.6943,0.8619,0.7087,6,4,30,120,152,31,55,63.68
RacketSports,1d_conv_component_wise_sinusoidal,5,0.3514,0.8417,0.4291,0.871,0.3794,0.829,0.7149,6,4,30,120,152,31,25,50.33
RacketSports,linear_circular_conv_sinusoidal,5,0.2125,0.9167,0.2457,0.9355,0.3215,0.8223,0.7104,6,4,30,120,152,31,21,48.29
RacketSports,1d_conv_circular_conv_sinusoidal,5,0.0821,0.9667,0.233,0.9355,0.6162,0.8487,0.7131,6,4,30,120,152,31,29,51.62
RacketSports,linear_additive_sinusoidal,6,,,,,1.5264,0.204,0.7072,6,4,30,120,152,31,1,36.73
RacketSports,1d_conv_additive_sinusoidal,6,,,,,1.516,0.1382,0.7118,6,4,30,120,152,31,1,36.51
RacketSports,linear_component_wise_sinusoidal,6,0.1519,0.975,0.3094,0.9355,0.5436,0.8224,0.7087,6,4,30,120,152,31,21,48.32
RacketSports,1d_conv_component_wise_sinusoidal,6,0.6832,0.75,0.7101,0.9032,0.6102,0.7763,0.7149,6,4,30,120,152,31,24,50.41
RacketSports,linear_circular_conv_sinusoidal,6,0.0319,1.0,0.2123,0.9355,0.4994,0.8553,0.7087,6,4,30,120,152,31,33,54.48
RacketSports,1d_conv_circular_conv_sinusoidal,6,0.2777,0.875,0.3285,0.9355,0.4049,0.7763,0.7131,6,4,30,120,152,31,26,50.65
RacketSports,linear_additive_sinusoidal,7,0.2116,0.8917,0.5649,0.8387,0.5912,0.7697,0.7074,6,4,30,120,152,31,18,45.54
RacketSports,1d_conv_additive_sinusoidal,7,,,,,1.475,0.2566,0.7118,6,4,30,120,152,31,1,36.66
RacketSports,linear_component_wise_sinusoidal,7,0.0751,0.9666,0.5812,0.8387,0.5599,0.829,0.7087,6,4,30,120,152,31,19,48.96
RacketSports,1d_conv_component_wise_sinusoidal,7,0.0359,0.9834,0.3416,0.9355,0.5938,0.8619,0.7131,6,4,30,120,152,31,31,55.94
RacketSports,linear_circular_conv_sinusoidal,7,0.1092,0.9583,0.4905,0.871,0.445,0.8421,0.7087,6,4,30,120,152,31,27,52.98
RacketSports,1d_conv_circular_conv_sinusoidal,7,0.0144,0.9917,0.307,0.9355,0.6159,0.8619,0.7131,6,4,30,120,152,31,33,58.6
RacketSports,linear_additive_sinusoidal,8,0.1735,0.9084,0.462,0.8387,0.5698,0.7434,0.7074,6,4,30,120,152,31,28,49.47
RacketSports,1d_conv_additive_sinusoidal,8,,,,,1.3873,0.2763,0.7118,6,4,30,120,152,31,1,35.4
RacketSports,linear_component_wise_sinusoidal,8,0.3501,0.8583,0.3751,0.9032,0.4066,0.8027,0.7104,6,4,30,120,152,31,18,45.9
RacketSports,1d_conv_component_wise_sinusoidal,8,0.2941,0.8834,0.3742,0.9032,0.3759,0.8289,0.7148,6,4,30,120,152,31,19,46.9
RacketSports,linear_circular_conv_sinusoidal,8,0.0459,0.9917,0.604,0.871,0.655,0.8421,0.7087,6,4,30,120,152,31,23,49.61
RacketSports,1d_conv_circular_conv_sinusoidal,8,0.0252,0.9916,0.4361,0.9355,0.4818,0.875,0.7131,6,4,30,120,152,31,23,49.17
RacketSports,linear_additive_sinusoidal,9,,,,,1.5015,0.1316,0.7072,6,4,30,120,152,31,1,37.56
RacketSports,1d_conv_additive_sinusoidal,9,,,,,1.3684,0.3092,0.7118,6,4,30,120,152,31,1,36.27
RacketSports,linear_component_wise_sinusoidal,9,0.0872,0.9834,0.3339,0.871,0.4324,0.8553,0.7087,6,4,30,120,152,31,26,51.7
RacketSports,1d_conv_component_wise_sinusoidal,9,0.2159,0.9083,0.2238,0.9677,0.5052,0.8158,0.7131,6,4,30,120,152,31,31,53.07
RacketSports,linear_circular_conv_sinusoidal,9,0.5853,0.8166,0.5565,0.8387,0.5542,0.7697,0.7104,6,4,30,120,152,31,18,46.61
RacketSports,1d_conv_circular_conv_sinusoidal,9,0.2533,0.9334,0.3728,0.9032,0.4915,0.8289,0.7149,6,4,30,120,152,31,20,48.0
RacketSports,linear_additive_sinusoidal,10,0.1031,0.95,0.4405,0.9032,0.6169,0.7895,0.7074,6,4,30,120,152,31,49,58.38
RacketSports,1d_conv_additive_sinusoidal,10,,,,,1.3965,0.2697,0.7118,6,4,30,120,152,31,1,37.04
RacketSports,linear_component_wise_sinusoidal,10,0.0088,1.0,0.2259,0.9355,0.6733,0.8618,0.7087,6,4,30,120,152,31,37,55.17
RacketSports,1d_conv_component_wise_sinusoidal,10,0.3168,0.85,0.4627,0.871,0.3627,0.8224,0.7149,6,4,30,120,152,31,23,49.3
RacketSports,linear_circular_conv_sinusoidal,10,0.1206,0.975,0.3572,0.9355,0.6179,0.829,0.7087,6,4,30,120,152,31,26,51.23
RacketSports,1d_conv_circular_conv_sinusoidal,10,0.2002,0.925,0.5283,0.871,0.3264,0.8881,0.7131,6,4,30,120,152,31,33,53.4
Epilepsy,linear_additive_sinusoidal,1,0.1061,0.9908,0.2172,0.9286,0.301,0.9348,0.7513,3,4,206,109,138,28,30,51.69
Epilepsy,1d_conv_additive_sinusoidal,1,,,,,1.5721,0.1594,0.7542,3,4,206,109,138,28,1,37.15
Epilepsy,linear_component_wise_sinusoidal,1,0.0268,0.9817,0.5312,0.8929,0.6458,0.8261,0.7525,3,4,206,109,138,28,32,54.18
Epilepsy,1d_conv_component_wise_sinusoidal,1,0.2557,0.8807,0.3455,0.8571,0.5812,0.8116,0.7555,3,4,206,109,138,28,25,50.59
Epilepsy,linear_circular_conv_sinusoidal,1,0.2247,0.9266,0.3848,0.8929,0.5722,0.8334,0.7525,3,4,206,109,138,28,31,53.5
Epilepsy,1d_conv_circular_conv_sinusoidal,1,0.1194,0.9633,0.5152,0.8929,0.836,0.7971,0.7555,3,4,206,109,138,28,39,57.4
Epilepsy,linear_additive_sinusoidal,2,0.0647,1.0,0.1709,0.9643,0.279,0.942,0.7513,3,4,206,109,138,28,24,49.02
Epilepsy,1d_conv_additive_sinusoidal,2,,,,,1.6132,0.1087,0.7542,3,4,206,109,138,28,1,37.34
Epilepsy,linear_component_wise_sinusoidal,2,0.0604,0.9908,0.3687,0.9286,0.4331,0.9203,0.7525,3,4,206,109,138,28,36,57.03
Epilepsy,1d_conv_component_wise_sinusoidal,2,,,,,1.5766,0.1087,0.7553,3,4,206,109,138,28,1,38.6
Epilepsy,linear_circular_conv_sinusoidal,2,0.1295,0.9449,0.3261,0.9643,0.6384,0.8333,0.7525,3,4,206,109,138,28,35,56.42
Epilepsy,1d_conv_circular_conv_sinusoidal,2,0.0596,0.9817,0.327,0.9286,0.8071,0.8189,0.7555,3,4,206,109,138,28,35,56.04
Epilepsy,linear_additive_sinusoidal,3,,,,,1.4436,0.2174,0.7511,3,4,206,109,138,28,1,36.77
Epilepsy,1d_conv_additive_sinusoidal,3,,,,,1.3871,0.3913,0.7542,3,4,206,109,138,28,1,38.39
Epilepsy,linear_component_wise_sinusoidal,3,0.0154,1.0,0.4062,0.9286,0.5456,0.8768,0.7525,3,4,206,109,138,28,39,57.95
Epilepsy,1d_conv_component_wise_sinusoidal,3,0.0395,1.0,0.2479,0.9643,0.3671,0.9058,0.7555,3,4,206,109,138,28,37,56.72
Epilepsy,linear_circular_conv_sinusoidal,3,0.0699,0.9817,0.2609,0.9286,0.7792,0.8189,0.7525,3,4,206,109,138,28,48,60.17
Epilepsy,1d_conv_circular_conv_sinusoidal,3,0.3302,0.9082,0.516,0.7857,0.7053,0.7536,0.7555,3,4,206,109,138,28,27,52.12
Epilepsy,linear_additive_sinusoidal,4,0.2119,0.9541,0.2378,0.9643,0.4244,0.8985,0.7531,3,4,206,109,138,28,26,49.27
Epilepsy,1d_conv_additive_sinusoidal,4,,,,,1.3796,0.2391,0.7542,3,4,206,109,138,28,1,37.36
Epilepsy,linear_component_wise_sinusoidal,4,,,,,1.3946,0.2608,0.7523,3,4,206,109,138,28,1,38.35
Epilepsy,1d_conv_component_wise_sinusoidal,4,0.0291,1.0,0.1063,1.0,0.382,0.942,0.7555,3,4,206,109,138,28,33,55.15
Epilepsy,linear_circular_conv_sinusoidal,4,0.1215,0.9633,0.2427,0.9286,0.6578,0.8116,0.7525,3,4,206,109,138,28,38,58.85
Epilepsy,1d_conv_circular_conv_sinusoidal,4,0.0524,0.9725,0.3038,0.9286,0.6663,0.8551,0.7555,3,4,206,109,138,28,46,60.57
Epilepsy,linear_additive_sinusoidal,5,,,,,1.4309,0.3043,0.7511,3,4,206,109,138,28,1,37.93
Epilepsy,1d_conv_additive_sinusoidal,5,,,,,1.4404,0.3116,0.7542,3,4,206,109,138,28,1,37.7
Epilepsy,linear_component_wise_sinusoidal,5,,,,,1.4488,0.2826,0.7523,3,4,206,109,138,28,1,39.21
Epilepsy,1d_conv_component_wise_sinusoidal,5,0.0517,1.0,0.2144,0.9643,0.2942,0.9347,0.7555,3,4,206,109,138,28,34,54.45
Epilepsy,linear_circular_conv_sinusoidal,5,0.167,0.9266,0.3888,0.8571,0.6672,0.7826,0.7525,3,4,206,109,138,28,30,52.6
Epilepsy,1d_conv_circular_conv_sinusoidal,5,0.0715,0.9908,0.2851,0.9286,0.4469,0.8768,0.7555,3,4,206,109,138,28,38,57.58
Epilepsy,linear_additive_sinusoidal,6,0.0312,1.0,0.2075,0.9643,0.2825,0.9348,0.7513,3,4,206,109,138,28,23,48.56
Epilepsy,1d_conv_additive_sinusoidal,6,,,,,1.4894,0.2971,0.7542,3,4,206,109,138,28,1,37.93
Epilepsy,linear_component_wise_sinusoidal,6,0.1502,0.9634,0.4288,0.8929,0.4549,0.8551,0.7525,3,4,206,109,138,28,29,52.84
Epilepsy,1d_conv_component_wise_sinusoidal,6,0.0886,0.9817,0.4875,0.8571,0.545,0.8478,0.7555,3,4,206,109,138,28,25,51.58
Epilepsy,linear_circular_conv_sinusoidal,6,0.0283,1.0,0.3124,0.9286,0.6176,0.8623,0.7525,3,4,206,109,138,28,38,57.68
Epilepsy,1d_conv_circular_conv_sinusoidal,6,0.0965,0.9725,0.2083,0.8929,0.6474,0.8261,0.7555,3,4,206,109,138,28,39,58.06
Epilepsy,linear_additive_sinusoidal,7,0.2101,0.945,0.1688,0.9643,0.4018,0.913,0.7513,3,4,206,109,138,28,25,49.28
Epilepsy,1d_conv_additive_sinusoidal,7,,,,,1.4385,0.2826,0.7542,3,4,206,109,138,28,1,36.43
Epilepsy,linear_component_wise_sinusoidal,7,0.0557,0.9908,0.2856,0.9286,0.5688,0.8623,0.7525,3,4,206,109,138,28,32,55.13
Epilepsy,1d_conv_component_wise_sinusoidal,7,,,,,1.4126,0.1884,0.7553,3,4,206,109,138,28,1,39.52
Epilepsy,linear_circular_conv_sinusoidal,7,0.0185,1.0,0.5689,0.9286,0.4395,0.9203,0.7525,3,4,206,109,138,28,41,58.59
Epilepsy,1d_conv_circular_conv_sinusoidal,7,0.1711,0.9358,0.4576,0.8929,0.8446,0.8334,0.7555,3,4,206,109,138,28,31,53.87
Epilepsy,linear_additive_sinusoidal,8,0.2071,0.9266,0.2304,0.9643,0.4026,0.8913,0.7531,3,4,206,109,138,28,22,48.03
Epilepsy,1d_conv_additive_sinusoidal,8,0.0406,1.0,0.191,0.9286,0.528,0.8985,0.7544,3,4,206,109,138,28,26,48.92
Epilepsy,linear_component_wise_sinusoidal,8,0.0261,1.0,0.4876,0.9286,0.5717,0.8696,0.7525,3,4,206,109,138,28,28,53.12
Epilepsy,1d_conv_component_wise_sinusoidal,8,0.1306,0.9541,0.4611,0.8929,0.6943,0.8261,0.7555,3,4,206,109,138,28,37,56.24
Epilepsy,linear_circular_conv_sinusoidal,8,0.0102,1.0,0.1724,0.9643,0.4879,0.8841,0.7525,3,4,206,109,138,28,46,61.9
Epilepsy,1d_conv_circular_conv_sinusoidal,8,0.1669,0.9541,0.5087,0.8214,0.7192,0.7899,0.7555,3,4,206,109,138,28,29,52.4
Epilepsy,linear_additive_sinusoidal,9,0.0061,1.0,0.0664,0.9643,0.2813,0.9131,0.7513,3,4,206,109,138,28,40,57.4
Epilepsy,1d_conv_additive_sinusoidal,9,,,,,1.4445,0.3333,0.7542,3,4,206,109,138,28,1,35.92
Epilepsy,linear_component_wise_sinusoidal,9,,,,,1.4241,0.2174,0.7523,3,4,206,109,138,28,1,38.7
Epilepsy,1d_conv_component_wise_sinusoidal,9,0.0439,0.9908,0.2003,0.9643,0.41,0.8768,0.7555,3,4,206,109,138,28,46,61.59
Epilepsy,linear_circular_conv_sinusoidal,9,0.0758,0.9817,0.2448,0.9286,0.5897,0.8334,0.7525,3,4,206,109,138,28,40,57.88
Epilepsy,1d_conv_circular_conv_sinusoidal,9,0.0445,1.0,0.1831,0.9286,0.3412,0.913,0.7555,3,4,206,109,138,28,45,59.3
Epilepsy,linear_additive_sinusoidal,10,0.167,0.9634,0.157,0.9643,0.3353,0.913,0.7531,3,4,206,109,138,28,26,49.98
Epilepsy,1d_conv_additive_sinusoidal,10,,,,,1.3609,0.2899,0.7542,3,4,206,109,138,28,1,37.43
Epilepsy,linear_component_wise_sinusoidal,10,,,,,1.3091,0.3116,0.7523,3,4,206,109,138,28,1,39.18
Epilepsy,1d_conv_component_wise_sinusoidal,10,0.0447,1.0,0.1708,0.9286,0.476,0.8986,0.7555,3,4,206,109,138,28,34,55.94
Epilepsy,linear_circular_conv_sinusoidal,10,,,,,1.4543,0.2826,0.7523,3,4,206,109,138,28,1,39.59
Epilepsy,1d_conv_circular_conv_sinusoidal,10,0.0648,0.9725,0.3676,0.8929,0.5817,0.8768,0.7555,3,4,206,109,138,28,28,52.49
NATOPS,linear_additive_sinusoidal,1,0.4529,0.7223,0.4092,0.8611,0.6319,0.7111,0.7214,24,6,51,144,180,36,43,51.89
NATOPS,1d_conv_additive_sinusoidal,1,0.1556,0.9514,0.1712,0.9444,0.3632,0.9,0.7348,24,6,51,144,180,36,58,57.81
NATOPS,linear_component_wise_sinusoidal,1,0.2032,0.8819,0.125,1.0,0.3551,0.8722,0.7226,24,6,51,144,180,36,86,71.79
NATOPS,1d_conv_component_wise_sinusoidal,1,0.4195,0.7986,0.3205,0.8889,0.5434,0.7556,0.7359,24,6,51,144,180,36,47,54.58
NATOPS,linear_circular_conv_sinusoidal,1,0.2676,0.8611,0.2453,0.8889,0.3576,0.8,0.7226,24,6,51,144,180,36,36,51.47
NATOPS,1d_conv_circular_conv_sinusoidal,1,0.2814,0.8333,0.2223,0.9167,0.2941,0.8389,0.7359,24,6,51,144,180,36,34,50.3
NATOPS,linear_additive_sinusoidal,2,0.2951,0.8402,0.2268,0.9167,0.4841,0.8222,0.7214,24,6,51,144,180,36,63,59.0
NATOPS,1d_conv_additive_sinusoidal,2,0.2781,0.8889,0.1957,0.9444,0.5683,0.8,0.7348,24,6,51,144,180,36,46,52.6
NATOPS,linear_component_wise_sinusoidal,2,0.2488,0.8889,0.2061,0.9444,0.3289,0.8444,0.7226,24,6,51,144,180,36,40,53.77
NATOPS,1d_conv_component_wise_sinusoidal,2,0.0837,0.9723,0.1124,0.9722,0.3244,0.8778,0.7359,24,6,51,144,180,36,43,54.01
NATOPS,linear_circular_conv_sinusoidal,2,0.371,0.7847,0.3734,0.8611,0.3942,0.7944,0.7226,24,6,51,144,180,36,29,48.42
NATOPS,1d_conv_circular_conv_sinusoidal,2,0.1841,0.9028,0.2099,0.9722,0.2753,0.8611,0.7359,24,6,51,144,180,36,55,59.7
NATOPS,linear_additive_sinusoidal,3,,,,,1.9145,0.1889,0.7212,24,6,51,144,180,36,1,34.49
NATOPS,1d_conv_additive_sinusoidal,3,,,,,1.9048,0.1278,0.7345,24,6,51,144,180,36,1,34.19
NATOPS,linear_component_wise_sinusoidal,3,0.2648,0.8125,0.198,0.9444,0.3924,0.7778,0.7226,24,6,51,144,180,36,43,53.7
NATOPS,1d_conv_component_wise_sinusoidal,3,0.2941,0.8194,0.2177,0.8889,0.4663,0.7444,0.7359,24,6,51,144,180,36,47,53.84
NATOPS,linear_circular_conv_sinusoidal,3,0.3125,0.8542,0.1983,0.9167,0.3677,0.8389,0.7226,24,6,51,144,180,36,42,54.6
NATOPS,1d_conv_circular_conv_sinusoidal,3,0.2588,0.8611,0.2188,0.9167,0.3893,0.8222,0.7359,24,6,51,144,180,36,42,53.11
NATOPS,linear_additive_sinusoidal,4,0.5078,0.7153,0.45,0.8333,0.5644,0.7,0.7214,24,6,51,144,180,36,41,50.68
NATOPS,1d_conv_additive_sinusoidal,4,0.7197,0.625,0.6109,0.8611,0.7058,0.6722,0.7365,24,6,51,144,180,36,35,50.16
NATOPS,linear_component_wise_sinusoidal,4,0.3371,0.7986,0.2478,0.8889,0.3845,0.7833,0.7226,24,6,51,144,180,36,32,49.32
NATOPS,1d_conv_component_wise_sinusoidal,4,0.266,0.8611,0.2384,0.9444,0.3673,0.8278,0.7359,24,6,51,144,180,36,57,58.9
NATOPS,linear_circular_conv_sinusoidal,4,0.0888,0.9861,0.0638,1.0,0.3646,0.8722,0.7226,24,6,51,144,180,36,51,56.98
NATOPS,1d_conv_circular_conv_sinusoidal,4,0.3407,0.7778,0.2618,0.8889,0.4197,0.7722,0.7359,24,6,51,144,180,36,36,51.96
NATOPS,linear_additive_sinusoidal,5,0.4254,0.7986,0.4546,0.75,0.5527,0.6778,0.7214,24,6,51,144,180,36,32,48.02
